BAT/USDT:CXPLNX	0.127623	2018-12-17 18:16:02
BAT/USDT:CXPLNX	0.130314	2018-12-17 20:13:02
BAT/USDT:CXPLNX	0.131087	2018-12-17 20:14:02
BAT/USDT:CXPLNX	0.131500	2018-12-17 20:15:02
BAT/USDT:CXPLNX	0.132665	2018-12-17 20:37:02
BAT/USDT:CXPLNX	0.133201	2018-12-17 20:40:02
BAT/USDT:CXPLNX	0.134155	2018-12-17 20:43:02
BAT/USDT:CXPLNX	0.134589	2018-12-17 20:49:02
BAT/USDT:CXPLNX	0.134958	2018-12-17 20:50:02
BAT/USDT:CXPLNX	0.134587	2018-12-17 20:51:02
BAT/USDT:CXPLNX	0.135899	2018-12-17 20:54:02
BAT/USDT:CXPLNX	0.136153	2018-12-17 20:55:02
BAT/USDT:CXPLNX	0.134894	2018-12-17 21:00:02
BAT/USDT:CXPLNX	0.134773	2018-12-17 21:09:02
BAT/USDT:CXPLNX	0.134662	2018-12-17 21:11:02
BAT/USDT:CXPLNX	0.134100	2018-12-17 21:12:02
BAT/USDT:CXPLNX	0.132535	2018-12-17 21:37:02
BAT/USDT:CXPLNX	0.132078	2018-12-17 21:39:02
BAT/USDT:CXPLNX	0.136107	2018-12-17 22:08:02
BAT/USDT:CXPLNX	0.131185	2018-12-17 22:46:02
BAT/USDT:CXPLNX	0.136106	2018-12-17 22:47:02
BAT/USDT:CXPLNX	0.136094	2018-12-18 00:50:02
BAT/USDT:CXPLNX	0.134943	2018-12-18 01:35:02
BAT/USDT:CXPLNX	0.134355	2018-12-18 01:44:02
BAT/USDT:CXPLNX	0.135096	2018-12-18 01:54:02
BAT/USDT:CXPLNX	0.135893	2018-12-18 02:12:02
BAT/USDT:CXPLNX	0.136059	2018-12-18 02:13:02
BAT/USDT:CXPLNX	0.136183	2018-12-18 02:16:02
BAT/USDT:CXPLNX	0.136187	2018-12-18 02:19:02
BAT/USDT:CXPLNX	0.135799	2018-12-18 02:44:02
BAT/USDT:CXPLNX	0.136284	2018-12-18 02:46:02
BAT/USDT:CXPLNX	0.137930	2018-12-18 02:49:02
BAT/USDT:CXPLNX	0.137875	2018-12-18 02:50:02
BAT/USDT:CXPLNX	0.138138	2018-12-18 03:01:02
BAT/USDT:CXPLNX	0.138326	2018-12-18 03:02:02
BAT/USDT:CXPLNX	0.138824	2018-12-18 03:29:02
BAT/USDT:CXPLNX	0.137818	2018-12-18 03:40:02
BAT/USDT:CXPLNX	0.137821	2018-12-18 03:46:02
BAT/USDT:CXPLNX	0.138832	2018-12-18 04:14:02
BAT/USDT:CXPLNX	0.140383	2018-12-18 04:15:02
BAT/USDT:CXPLNX	0.141280	2018-12-18 04:23:02
BAT/USDT:CXPLNX	0.139573	2018-12-18 04:29:02
BAT/USDT:CXPLNX	0.139516	2018-12-18 04:31:02
BAT/USDT:CXPLNX	0.137723	2018-12-18 05:06:02
BAT/USDT:CXPLNX	0.136767	2018-12-18 05:42:02
BAT/USDT:CXPLNX	0.135901	2018-12-18 06:00:02
BAT/USDT:CXPLNX	0.135848	2018-12-18 07:03:02
BAT/USDT:CXPLNX	0.134687	2018-12-18 07:17:02
BAT/USDT:CXPLNX	0.137334	2018-12-18 08:07:02
BAT/USDT:CXPLNX	0.139314	2018-12-18 08:20:02
BAT/USDT:CXPLNX	0.140000	2018-12-18 08:29:02
BAT/USDT:CXPLNX	0.138600	2018-12-18 09:00:02
BAT/USDT:CXPLNX	0.137214	2018-12-18 09:11:02
BAT/USDT:CXPLNX	0.135833	2018-12-18 09:12:02
BAT/USDT:CXPLNX	0.135080	2018-12-18 09:20:02
BAT/USDT:CXPLNX	0.134127	2018-12-18 09:26:02
BAT/USDT:CXPLNX	0.133140	2018-12-18 09:27:02
BNT/USDT:CXPLNX	0.489680	2018-12-17 18:16:02
BNT/USDT:CXPLNX	0.458424	2018-12-17 20:34:02
BNT/USDT:CXPLNX	0.509345	2018-12-17 21:34:02
BNT/USDT:CXPLNX	0.502176	2018-12-18 02:57:02
BNT/USDT:CXPLNX	0.520875	2018-12-18 05:24:02
BTC/USDT:CXPLNX	3260.975900	2018-12-17 18:16:02
BTC/USDT:CXPLNX	3260.000000	2018-12-17 18:18:02
BTC/USDT:CXPLNX	3265.000000	2018-12-17 18:20:02
BTC/USDT:CXPLNX	3265.895700	2018-12-17 18:24:02
BTC/USDT:CXPLNX	3258.326500	2018-12-17 18:25:02
